Time: 2020-08-29 18:35:24.665134087 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:43:08.107942778 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:43:09.131079918 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:43:10.112769521 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:43:11.106916275 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:43:12.107873633 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:43:13.111630682 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:46:20.508139969 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:55:54.372282518 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:56:04.243313769 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:56:14.259647518 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:56:24.24329471 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:56:34.259451189 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:56:44.267412459 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:56:58.907169552 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
